hotel_name,author_name,language,review_text
Panamara Otel,recep balaban,tr,bu otel için öncelikle buraya yorum yapanlar galiba daha önce hiç otelde kalmamış. odalar leş gibi sigara kokuyor. yastıklara sigara kokusu sinmiş. banyo tuvaletler 60 lı yıllardan kalmış gibiydi. kabus gibi bir gece geçirdim. yorumları kendi çalışanlar yapıyor sanırım.klimaların filtreleri tozdan görünmüyordu. sezon başında bari temizletin. paramıza yazık..
Panamara Otel,Ömer HALDIZ,tr,"otel uygun fiyatlı ve temiz. konumu güzel. arka cephe odada kaldım. balkonumdan zeytin ağacına uzanabiliyorum. doğayla iç içe. personel hem güler yüzlü hem saygılı. her karşılaşmamızda bir ihtiyacınız var mı diye soruyorlar. burası fazlasıyla fiyat/performans oteli. 5 katı fiyatlı oteller ile karşılaştırmayın, oralardaki fazlalık imkanları beklemeyin. 5 gece kaldım. sorun yaşamadım."
Panamara Otel,Dogan Okcan,tr,resepsiyonistin müşteri ilişkisi sıfır.. herif sanki dünyayı yaratmış.. gece uğradık kalırsanız kalın.. kalmazsanız kalmayın tavırları.. önce bir esnaf olmayı öğren..odalar desen it bağlasan durmaz.. kahvaltı için resepsiyonda iki üç uyduruk masa.. uyduruk odalar..puanlamayi mecburen birer yıldız verdim.. çünkü sıfır yıldız şansım yoktu.. tavsiyem kesinlikle gidilecek kalınacak biyer değil..
Panamara Otel,furkan haksever,tr,eşim ile 1 gece kaldık. odalar küçük ama 1-2 gece idare etmek için uygun. sabah kahvaltısı 7-9 arası imiş fakat keşke konakladığımiz gün resepsiyondaki kişi tarafından bilgi verilse güzel olurdu çünkü kahvaltıyı kaçırdık 9.20 geçe indik. en azından girişte felan yazılması gerekir. odada klima vardı bu sebeple rahat ettik. duş imkanı var fakat en azından 1 duşakabin yapılsa daha güzel olurdu. fiyat performans denilebilir.
Panamara Otel,Nurcan Demir,tr,güler yüzlü hizmet ve temiz odalar icin kendilerine tesekkur ederim .. ustelik doğayla içiçe ve civar yerlerde tarih yatiyor hem dinlenme hem gezme icin guzel bir tesis
Panamara Otel,FRS3,en,traditional turkish house conversion to hotel. old furniture and manner but friendly staff. suitable for seasonal workers and hitchhikers.
Panamara Otel,Eszter Borbely,en,"the staff were wonderful and did everything in their power to make our stay comfortable. the beds were comfortable, was a perfect place to stop along our journey. teşekkürler"
Panamara Otel,Hosam Ezzidin,en,it was well received and they are very friendly and welcoming to their visitors
Panamara Otel,Muhammed Heiba,en,"enjoyed my stay there , thanks for having me"
Panamara Otel,recep balaban,en,"first of all, i think those who comment here have never stayed in a hotel before. the rooms smell like cigarette smoke. the smell of cigarette smoke permeated the pillows. the bathroom toilets looked like they were from the 60's. i had a nightmarish night. i think the comments are made by the employees themselves. the filters of the air conditioners were not visible due to dust. at least have it cleaned at the beginning of the season. it's a shame for our money.."
Panamare Apart & Hotel Akyaka,B.K,tr,"oda dizayni ve konumu disinda pek birseyi yok birde tesadufen gordugumuz otoparki olmasi bir artiydi. (giriste bilgi verilmedi) oncelikle giris icin resepsiyonu gormeden otelin icinde iki tur attim, sonra bir hizmetlo tarif etti goriste yanda kapali bir kulube insanlarla iletisimi 20 cm lik delikten bankalardan bile kucuk bir yerden yapiyorlar, rezervasyon fiyatini kartla odememi istedigimi soyledigimde ucreti 100 kusur tl fazla soyledi sistemde oyle degil dedim burada oyle gorunuyor dedi, google dada sistemdeki gibi cikmasina ragmen kendi kafa kurunda (kart islem ucreti ekledi ama soyleyemedi) tekrar itiraz etmeme ragmen degismedi. musteri memnuniyeti degerlerini anladiktan sonra zaten gerisine bakmadim. arac plakami aldilar park alani var demediler tesadufen gorunca kiliti acmalarini rica ettim, kucuk bir havuzu var 5 de kapaniyormus, zaten 4 u gece giris yaptik kullanamadik, hava 8-9 da kararan yerlerde 5 de havuzu kapatmak nedir bilemedim. sistemde kahvalti ekstra ucretli deniliyor ama onunla ilgili bir bilgi vermediler. cikisi 11 e koymuslar ozellikle mesajla wifi sifresi ve check out saatini belirtiyorlar. en ust katta kalmamiza ragmen valizlere yardim felan eden olmadi, dahada kalmam."
Panamare Apart & Hotel Akyaka,Erhan ÖGET,tr,3 gece konakladığım bu apart tarzı yer için düşüncelerimi paylaşmam gerektiğini hissettim. öncelikle akyaka'daki bütün apartların hepsi tek tip mimari burada hizmete bakmamız lazım. otele gelmeden akşam aradığımda yer olduğunu gelip odaları görerek rezervasyon yapabileceğimiz söylenmişken otele geldiğimizde sadece bir oda olduğu söylendi sıcak havada dolaşmamak adına tamam dedik ücreti kart ile yapmak istediğimizde 300 tl günlük fark istediler ibana açıklamasız para transferi yaptırdılar. odadaki bütün eşyalarda ses gıcırtı mevcuttu. lambanın biri yanmiyordu. banyo çok eski duşakabin aralari pis silikonlari kalkmış öylece duruyor. 3 gün boyunca temizliğe gelen olmadi. sonuçta temizlik yapmaları gereken asli isleri. havuzda asla bakım yok küçücük zaten bir de temizlik olmayınca siz düşünün. buradaki çok temiz yorumlarına kanmamak adına söylüyorum. akyaka genelindeki apart işletmecilerinde genel bir somurtkanlık söz konusu. nasıl olsa doluyor havasindalar. i̇yi yönleri de var tabiki. otopark büyük sorun olmasına karşın otelin yan tarafında kendine ait otoparkı var. wifi çok iyi çekiyor. azmak çayına çok yakın merkezi konumda. güncelleme: elif hanım ile az önce görüştük kendisi bazı konulara açıklık getirdi burada temizlik 2 günde yapılıyor yazılmış cevap olarak ama elif hanım 3 günde yapıldığını söyledi biz de 3 gün kaldığımız için öyle denk gelmiş. yorumların kendileri için çok önemli olduğunu çok değer verdiklerini her değerlendirmede daha da memnuniyet odaklı çalıştıklarını söyledi. herhangi bir sorunda elif hanım ile iletişime geçilebilir.
Panamare Apart & Hotel Akyaka,Gökhan Kadıoğlu,tr,"22 25 temmuz arası konaklama şanssızlığında bulunduğum, kyk yurtlarının yarı kalitesine erişemeyen işletme. öncelikle bir ticari işletme hakkında olumsuz yorum yaparak onların kazançlarına mani olmak, ekmeklerine engel olmak vicdansızlık diye düşünür, 1 yıldız veren müşterileri şımarık ve halden anlamayan kişiler şeklinde yorumlardım. ancak dün itibarıyla fikrim bu işletmede konaklama talihsizliğinden sonra maalesef değişti. bilenler bilir akyaka mevkisindeki apartların mimarileri hemen hemen aynıdır bu yüzden a işletmesinin b işletmesinden farkı hizmet kalitesi ile ölçülür. gelelim panamera akyaka pansiyonununu bu kadar kötü yapan şeyler nedir bakalım. 1. resepsiyon girişinin muşamba ile kapatılıp, müşteri ile küçük bir delikten diyalog kurulması sanki 90larda otobüs bileti alıyor izlenimi yaratması. 2. ödemenin nakit alınması, kredi kartı ile alımda fark alınacağını söylenmesi. 3. odada duşakabinin kırık olması, banyo apliğinin yerine ucu elektrik bandı ile özensizce sarılmış kabloların olması. 4. odada havlularin unutulmuş olması, havlu talep ettiğimizde görevlilerce odanın içine girilip gerçekten de havlu verilip verilmediğinin kontrol edilmesi (adeta yurt müdiresi havasında). 5. üç günlük konaklamada 2 defa duş spiralinin patlaması. 6. her yerden geçen, kablo kanalları içine dahi alınmamış elektrik ve anten kablolarının varlığı. 7. 10 yıllık gibi görülen banyo terlikleri. 8. oda içinde kullanım ömürlerini çok uzun zaman önce tamamlayan yatak, baza başlığı, kanepe, mutfak dolapları ve tezgahı. bunların dışında daha önce işletme hakkında olumsuz yorum yapan kişilere işletme sahiplerinin kaba cevap verdiklerini, müşterileri suçladıklarını görmekteyim benim yorumuma da benzer şekilde cevap veren olursa lütfen zahmet etmesin."
Panamare Apart & Hotel Akyaka,Faruk Yapar,tr,yıllardır kesinlikle akyaka'da tatilimi yaparım. apart arama serüvenine yine girmişken tesadüfen panamare apartla karşılaştım. fiyatı oldukça cazip geldi rezervasyon yaptırmadan direkt buraya geldim. resepsiyon da çalışan personel oldukça yardımcı oldu ve tüm boş odaları gezdirdi buna istinaden odamızı kiraladık. özellikle çalışan personel zeliha hanıma yardımları ve iletişimi için ne kadar teşekkür etsem azdır. kendimizi evimizde hissettirmemizi sağladı. özellikle yetişkinler ve çocuklar için çok güzel havuzu var. gelecek yıllarda akyaka'ya uğradığımda kesinlikle ilk tercihim burası olacaktır.
Panamare Apart & Hotel Akyaka,İlkay Gencer,tr,"çok şirin, nezih, tertemiz bir aile işletmesi. azmak nehrine, marketlere, merkeze çok yakın olması o kadar avantajki her an her şey elinizin altında. odalar tertemiz mis gibi, çok şık dizayn edilmiş, mutfakta işinize yarayacak her eşya mevcut, bir ihtiyacınız olduğunda veya eksik olduğunda hemen yardımcı olunuyor. sahibi elif teyzeye ve oğluna çok teşekkür ederiz, bir dahaki geldiğimizde tercih edrr miyiz kesinlikle evet...."
Panamare Apart & Hotel Akyaka,Katherine Aynur Kugay,en,"positives: the exterior is very nice, and check-in was efficient and easy after a long day of travel. now, a list of concerns that i think the management needs to address: - broken shower handle (sharp screw exposed on one side to close from interior) - broken shower head that drips water down in a lopsided stream instead of evenly distributed - bedside lamps don’t work - mattress is insufficient — you can easily roll off the floppy edges - floor in the bathroom had visible dirt - the toilet seat also had spots - towels are often stiff and old in hotels like this, but these also had stains - dining table was covered in dust and now, for those who are thinking of staying here: you get what you pay for, but even so it is overpriced for the area. as a paying customer, i don’t feel respected by the level at which the amenities have been maintained. if we had brought children, i would have been horrified at the dangers presented by the presence of exposed sharp objects in the shower area and level of hygiene. update: upon leaving this review, both i and my husband were called by the management requesting we change it."
Panamare Apart & Hotel Akyaka,Елизавета Комарова,en,"wonderful, hospitable people will meet you here! they will help with everything! free parking! convenient location, you can easily reach any place in the center by foot. but it's time to make repairs in the apartment, all plumbing is in bad condition, staggering, mold in places in the bathroom. for $ 80 / day, we were expecting a higher quality of the apartment."
Panamare Apart & Hotel Akyaka,Darya Batalevich,en,"the room was really comfortable. we stayed with our two kids and my mom (all together 5 people) and we didn't feel very squeezed. plus, the service was good."
Panamare Apart & Hotel Akyaka,mine oeziri,en,"perfect hotel with clean, modern apartments. the location is excellent. 50 m from the river and 100 m from the main street."
Panamare Apart & Hotel Akyaka,Roxana Madrali,en,"very clean, large rooms, staff very helpful, walk distance to the beach."
Kerme Ottoman Gökova,Gülşah Bayar,tr,otelin konumu gerçekten güzel akyakaya çok yakın plansız gittiğimiz içinde çocuklarla bir otel bulmak zorunda kaldığımız acele olan bir tercihti odalar güzel yerleşmiş ahşap düşünülmüş heves edilmiş belli ancak böyle bir otel nasıl olurda bu kadar pis olabilir anlamak çok zor oysa ki fiyatda cok uygun değil resmen toź her yer yeni çarşaf istedik sağ olsun görevli yardımcı oldu hemen herseyin üzerine temiz çarşaf serdik mutfak evet var ama pislikten bir şey yapmak imkansız kullanamadık zaten ..i̇mkanları olup su bulundurulmaması gece yarısı su almaya markete gitmek zorunda bıraktı bizi geceliğine 8000 bin ödedik sadece yatmak için!!. bahçesi çok güzel havuz cocuklar için yeterliydi heveslerini aldılar kısa bir süre girip çıktılar ..kapıda duran cocuk gayet kibardı ancak otel sahibi isteyen gelsin istemeyen gelmesin mantığında sanırım öyle de oldu bizim için bir daha tercihimiz olmuycaktır ..
Kerme Ottoman Gökova,Sefa Şenlik,tr,"kaldığım en dingin ve sevimli butik otellerden biriydi. akyaka'ya arabayla 10 dakika civarında mesafede olan bu otel marmaris, akyaka veya muğla'daki alternatifleri yerine tercih edilebilir. odalar çok temiz, yeni ve düzenliydi. üst kat odalarının bahçe, havuz ve köy manzarası insanın içini açan cinstendi. kuzenimle bir gece konaklama fırsatı bulduğum bu oteli en kısa zamanda ailemle de birkaç günlüğüne ziyaret etmek için sabırsızlanıyorum. köy ortamını seven, geceleri tatil yerinin keşmekeşinden kaçmak isteyen aileler için çok yerinde bir tercih olacaktır."
Kerme Ottoman Gökova,Sevde KANIK,tr,"araba şart, akyaka 10 dakika. uygun fiyatın bedelini temizlik problemleri ile ödüyorsunuz. bahçe sakin ve huzurlu. odalar hoş gözüküyor ama hijyen gerçekten sıkıntılı. havlular sert ve sarı. pikeler, çarşaflar çok yıpranmış."
Kerme Ottoman Gökova,Meryem Avcı,tr,otel sadece konaklama konseptli olmasına rağmen gayet yeterki odalar geniş ve ufak bir mutfak bölümü var uzun süre kalınacaksa hazırlıklı gelindiğinde çok keyifli vakitler geçirilebilir doğa ile iç içe küçük bir köyün içinde olması huzur veriyor bahçesi havuzu olsun görsel şölenn gibi ayrıca akyakaya azmak nehrine çok yakın araçla 5 dk huzurla kaldım çok memnun oldum tekrar tekarr tercih edecğim biryer
Kerme Ottoman Gökova,Deniz Çakaloğlu,tr,"merhabalar, öncelikle kesinlikle konaklama açısından burayı tercih etmiyoruz, televizyon çalışmıyor, yastıklar çok kötüydü çok sertti uyuyamadık, temizlik sifir, yer toz içinde ayaklarımız resmen tozdan çamur oldu diye biliriz, havluları çok sert resmen zımpara gibi, duş bölümünde ayrıca bir ahize olsa çok daha güzel olurdu, duş eli olmadığı için yarım duş asla alamıyorsunuz. ilgi sıfır, bilgi sıfır, otel görsellerde görüldüğü gibi asla değil.. hayal kirikliği yaşayacağiniz kesi̇n.. bayram tatilimiz maalesef biraz rezil geçti. gelmek isteyenler tekrar düşünebilirler.. herkese iyi tatiller."
Kerme Ottoman Gökova,Turkmen Hayri,en,"this place is like a apartment, the real kerme otel placed at akyaka. the pool is very small and room may be used for sleep only but price discounted."
Kerme Ottoman Gökova,Sergio Bassaro,en,"lovely staff, quite location and peaceful atmosphere. definitely gonna stay again"
Kerme Ottoman Gökova,Nur Pinar,en,very nice stay in ottoman palace traditional turkish cousine wonderful breakfast
Kerme Ottoman Gökova,Abdallah Mawass,en,"very poor... no wifi, no breakfast , no drinking water, bad smell from the bathroom ..."
Kerme Ottoman Gökova,Eva Sevinçli,en,veey suitable for families with kids
Erdem Otel,asuman erikoğlu,tr,3 yıldır severek gittiğimiz otelden malesef mutsuz ayrılıp başka bir yerde konaklamaya geçtik ..iki aile olarak kaldığımız yerde odalar temiz değildi diğer ailenin kaldığı odada klozet çalışmıyordu ve kaldığımız sürede yapilmadi diğer odadan kanalizasyon kokusu geliyordu.odalarda havlu asacagimiz yer bile yoktu kirikti.oda da 4 kişi kalacağımızı ek yatak gerekli olduğunu kaç gün önceden söylememize rağmen ek yatak verilmedi onun yerine 2 yorgan verelim dediler sonra bir yorgan var başka yok dediler çocuğu aramızda yatırmak zorunda kaldık .bu sabah kahvaltıda içi geçmiş çürümeye yüz tutmuş karpuz servis ettiler ..önceden çok iyiydi ama kalite malesef çok düşmüş ..
Erdem Otel,kemal çayır,tr,bu yıl orada konakladık valla akyaka herşeyiyle pahalanmış marketteki 3 lira olan su bile 20 liraya tutturabildigine satılıyor neymiş efendim sezon kısa olduğu için kar yapacaklarmış ama tesadüfen erdem otele gittik. zafer beyle tanıştık sağolsun kendi akrabası gibi yardımcı oldu sadece bana değil gelen tüm müşterilere yeri olmasa bile yer bulmaya çalıştı fiyatta da yardımcı oldu helal olsun kendisine tekrar teşekkür ederim
Erdem Otel,Burak Burak,tr,"denize, marketlere, restoranlara yakın kendi havuzu olan gayet sakin ve güzel ortamı bulunan bir yer. resepsiyonda ki arkadaşlar anıl ve i̇lkan'a ilgi ve alakalarından dolayı ayrıyetten teşekkürler. ellerine emeklerine sağlık. müdür zafer beyede herşey için çok teşekkürler. her konuda yardımcı oldular. on numara insanlar. birde şu odalarda ki buzdolaplarına bı çare lazım zafer abi haberin olsun"
Erdem Otel,Metehan Yılmaz,tr,"akyaka’da keyifli bir tatil için konaklayabileceğiniz mükemmel bir otel. odalar gayet güzel ve temiz, çalışanlar güleryüzlü ve çok ilgili. denize yürüyerek 1 dakikalık mesafede. otelin havuzu gayet yeterli. kahvaltısını çok beğendik. akyaka’da tatil planınız varsa bu otele mutlaka göz atın. bir daha akyaka tatilimde mutlaka tekrar konaklayacağım bir otel. otel müdürü zafer bey’e ilgi ve alakasından dolayı ayriyetten teşekkür ederim."
Erdem Otel,Azra yılmaz,tr,"fiyata göre beklentimizin üzerindeydi, odalar gayet temiz ve bakımlıydı. çalışanlar da güleryüzlü ve ilgiliydi. otelin konumu mükemmel, denize ve eğlence yerlerine yakın. ailece gelinebilecek bir yer, biz memnun kaldık"
Erdem Otel,öztürk gökgür,en,"the location was perfect, mr. zafer and mr. anil were very interested in the reception and all things, they support all the requests with the best they can. we stayed 3 nights then we went to the oludeniz for the next 3 nights, but stayed 1 night in oludeniz and returned to erdem hotel back again. the kitchen and room staff were very friendly. as a family, we came with our 3-year-old son and were very satisfied. our room was quite large and if you want they bring you to see their avalible rooms which the suitable places for your choice. the beach was 30 steps, breakfast was very adequate. although it was in a central location, there was absolutely no sound problem in the rooms, i think there is sound insulation. hot water 7-24 smoothly. i can write more, but as a last word call the hotel, you placed your room and come. you will find that i am right.. thank you to all the hotel staff."
Erdem Otel,Daniel Cain,en,super clean! cheap! hot water! and the host is super friendly and speaks excellent english! best place i've stayed since i been here
Erdem Otel,Daniel Palacios,en,a nice hotel with good rooms and modern facilities. location is also great. we definitely recommend.
Erdem Otel,Judit Lukácsné Petö,en,"i have stayed there twice, very nice place, close to everything. hope to return in the future."
Erdem Otel,can durmuş,en,employees are helpful and positive however rooms especially bathroom was very dirty.
Raymar Hotels Muğla,Gönül Öztopuz,tr,"kendi klasmanında bir otele göre son derece temiz ve hizmet kalitesi yüksekti. otele check in işlemleri sırasında resepsiyonist emrah bey çok nazik ve yardımcı oldu. koridor harika bir temizlik ürünü kokuyordu, çarşaflar tertemiz, kahvaltı taze... tüm çalışanlara teşekkür ediyoruz. muğla'da kalacaklar için güvenilir bir durak raymar hotel."
Raymar Hotels Muğla,Yunus Ozdogan,tr,"uzun bir yolculuğun ardından 1 gece konaklayıp ertesi sabah hemen başka yerlere gitmek için tercih ettiğimiz ama 3 günümüzün geçtiği muhteşem bir otel. odalar yeni istemediğiniz kadar dolap var. odalarda o kadar ayrıntılı düşünülmüş ki her bir bölümünde klima,tv,dolap mevcut. bu arada odalar yatak odası ve yaşam alanı denilen bir bölüm olarak geçiyor 1+1 gibi. banyo zaten yenilenmiş ve tertemiz. çalışanlar her daim güler yüzlü ve yardımcı olmak için çabalıyor. kahvaltı açık büfe ve kaliteli. konum olarak akyakaya 15dk muğla.merkeze 5dk akbük koyuna 50dk"
Raymar Hotels Muğla,Nilayda Gemicioğlu,tr,muğla da bir düğün için geldiğimizde konakladigimiz bir otel çok temiz ve güzeldi. calisanlar çok kibar ve ilgili. odalar gayet büyüktu ve tüm eşyalar çok yeniydi. cevre otellere göre de fiyati cok uygundu kahvaltısı da çok guzeldi memnun kaldık tavsiye edilir.
Raymar Hotels Muğla,İrem Gürses,tr,"tur ile bir gece (24.07.24) burada konakladık. otel merkezi bir konumda değil. i̇kiye bölmüşler, ek bina yapmışlar. çok yakın ama eşyalarla gitmek biraz zor açıkcası. bizim kaldığımız oda -1. katta olduğu için biraz basıktı. bunlar tek kötü olan özellikleri. karşılama, yemek ve temizlik gayet güzeldi. yemekler açık büfe değil, akşam yemeğini kendileri tabaklarla servis ediyorlar. lezzeti de porsiyonu da yeterliydi. sabah kahvaltısı açık büfe ve güzeldi. bizim kaldığımız oda da temizdi, su sıcak akıyordu."
Raymar Hotels Muğla,ijlal aydeniz,tr,"otel marmaris -muğla yolunda .muğla merkeze çok yakın .burada konaklayan akyaka,marmaris fethiye vb. rahatlıkla ulaşım sağlayabilir.yeni yapılmış, çok sade ve zevkli döşenmiş, gayet temiz bir otel.arka tarafa bakan odaları sessiz ve çam ağacı manzaralı,ön odaları yola bakıyor ,kapı kapandığı zaman gürültü fazla rahatsız etmiyor. personel gayet ilgili ve kibar. kahvaltı açık büfe güzel ve yeterli, sadece nazar boncuğu niyetine kahvaltıda beyaz ekmek yanında kepekli ekmek eksikliğini hissettik.hastane işimizden dolayı burayı tesadüfen bulduk, iyi ki bulmuşuz.bir hafta rahat ve huzurlu kaldık.çok memnun ayrıldık."
Raymar Hotels Muğla,Manuel Brillantes,en,great accommodation and services.
Raymar Hotels Muğla,Gönül Öztopuz,en,"it was extremely clean and the service quality was high for a hotel in its class. during the hotel check-in process, the receptionist mr. emrah was very kind and helpful. the corridor smelled of a great cleaning product, the sheets were clean, the breakfast was fresh... we thank all the employees. raymar hotel is a reliable stop for those who will stay in muğla."
Raymar Hotels Muğla,Yunus Ozdogan,en,"it is a wonderful hotel where we chose to stay for 1 night after a long journey and go to other places the next morning, but spent 3 days. the rooms are new and have as many closets as you don't want. the rooms have been thought out in such detail that each section has air conditioning, a tv and a wardrobe. by the way, the rooms are divided into a section called bedroom and living area, like 1+1. the bathroom has already been renovated and is spotlessly clean. the employees are always friendly and try to help. breakfast is open buffet and of good quality. location: 15 minutes to akyakaya 5 minutes to muğla center 50 minutes to akbük bay"
Raymar Hotels Muğla,Nilayda Gemicioğlu,en,"when we came to muğla for a wedding, the hotel we stayed in was very clean and beautiful. the employees are very polite and caring. the rooms were very large and all the furniture was very new. the price was very affordable compared to surrounding hotels. the breakfast was also very good. we were satisfied. it is recommended."
Raymar Hotels Muğla,İrem Gürses,en,"we stayed here for one night (24.07.24) with a tour. the hotel is not in a central location. they divided it into two and built an additional building. it's very close, but it's a little difficult to get there with your belongings. the room we stayed in is -1. it was a bit low because it was on the first floor. these are the only bad features. the welcome, food and cleaning were very good. the meals are not open buffet, they serve dinner on their own plates. both the taste and the portion were sufficient. the breakfast was open buffet and nice. the room we stayed in was also clean, the water was hot."
Liya Boutique Hotel & Suites / Villa Yonca,Barış Aktan,tr,otelin konumu merkeze yürüme mesafesinde. odalar temiz ve çok keyifli dekore edilmiş. biz oda tipi suit odada kaldık. bu odayı iki aile bile kullanabilir. 2+1 şeklinde çok geniş ve kullanışlı. kahvaltısı çok lezzetli. odanın avantajını kahvaltıda da yaşadık. ön bahçesinde size ait bir alan var ve kahvaltınızı isterseniz oraya getiriyorlar. çok keyifli bir hafta sonu geçirdik. otelin işletmecisi emir bey’e ve personellerine ilgi alaka ve güler yüzleri içinde ayrıca teşekkür ediyorum. tekrardan mutlaka görüşmek üzere
Liya Boutique Hotel & Suites / Villa Yonca,Can Akçekaya,tr,"eşim ve 1.5 yaşındaki çocuğumuz ile 5 gece konakladık. keşke yer olsaydı da bir 5 gece daha kalabilseydik. o kadar memnun kaldık ki.. burada bizlere sadece otel hizmeti değil rehberlik hizmeti de verildi desek yalan söylemiş olmayız. önerdikleri yerler o kadar kaliteli, uygun ve güzeldi ki döndüğümüz gün bile yola çıkmadan önerdikleri plaja gidip o günden faydalanıp öyle eve döndük. sunmuş oldukları kahvaltı beni çok şaşırttı. i̇nanılmaz derecede fazla seçenek mevcut ve bir o kadar da lezzetliydi. odamız temiz ve her istediğimizde içerideki ürünleri bir kere bile somurtmadan değiştirdiler. zaten ilk içeriye girdiğinizde emir bey’i ve ozan bey’i tanıyormuşsunuz gibi bir hissiyat oluşuyor. bu vesileyle özellikle ozan bey’e ve emir bey’e ilgi ve alakalarından dolayı çok teşekkür ediyorum. türkiye’de otelciliğin bitmediğini, her şeyin para olmadığını bizlere net bir şekilde gösteriyorlar. yazdıklarımdan daha fazlası mevcut. bunu görmek için de akyaka’yı ziyaret edecekseniz eğer mutlaka buraya uğrayın derim. :)"
Liya Boutique Hotel & Suites / Villa Yonca,Didem Kurt,tr,öncelikle emir beye ve ozan beye çok teşekkür ederiz. her anlamda çok ilgililer ve hoş sohbetliler. sabahları kalktığınızda diğer misafirlerini rahatsız olmasın diye el sallayarak günaydın diyebilecek kadar ince düşünceliler. odalar gayet yeterli temiz. otelin konumu çok güzeldi bir tarafı ormana yakın diğer taraftan plaja yakın. arabamız olmadan akyaka'nın her yerini çok rahat gezdik. onun haricinde ana caddelerden bi tık uzak olduğu için geceleri çok rahat uyuyabilirsiniz gürültülü değil. 72 merdivrn albay koyuna yürüme mesafesinde. ayrıca kahvaltıları harika. bizim için güzel haberler aldığımız harika bir tatil oldu teşekkürler :)
